timestamp,message,logStreamName
1762308642478,2025/11/05 02:10:42 [Video 39] Completed processing at: 2025-11-05T02:10:42Z (Duration: 1m15.589506569s),ip-10-0-139-136.ec2.internal
1762308642506,2025/11/05 02:10:42 Processing video ID: 42,ip-10-0-139-136.ec2.internal
1762308642506,2025/11/05 02:10:42 [Video 42] Started processing at: 2025-11-05T02:10:42Z,ip-10-0-139-136.ec2.internal
1762308658336,
,ip-10-0-131-60.ec2.internal
1762308658336,2025/11/05 02:10:58 [32m/app/cmd/worker/main.go:159 [33mSLOW SQL >= 200ms,ip-10-0-131-60.ec2.internal
1762308658336,"[0m[31;1m[1110.476ms] [33m[rows:1][35m UPDATE ""videos"" SET ""processed_url""='https://anb-123.s3.us-east-1.amazonaws.com/processed/79_processed.mp4',""original_url""='https://anb-123.s3.us-east-1.amazonaws.com/uploads/24_Test_Video_3560_5a393614-8248-422c-a9b2-9a040b1c4fd8.mp4',""title""='Test Video 3560',""status""='processed',""uploaded_at""='2025-11-05 01:54:06.399',""processed_at""='2025-11-05 02:10:57.225',""user_id""=24 WHERE ""id"" = 79[0m",ip-10-0-131-60.ec2.internal
1762308658343,2025/11/05 02:10:58 [Video 79] Completed processing at: 2025-11-05T02:10:58Z (Duration: 1m10.31134361s),ip-10-0-131-60.ec2.internal
1762308658387,2025/11/05 02:10:58 Processing video ID: 42,ip-10-0-131-60.ec2.internal
1762308658387,2025/11/05 02:10:58 [Video 42] Started processing at: 2025-11-05T02:10:58Z,ip-10-0-131-60.ec2.internal
1762308682029,
,ip-10-0-138-87.ec2.internal
1762308682029,2025/11/05 02:11:22 [32m/app/cmd/worker/main.go:159 [33mSLOW SQL >= 200ms,ip-10-0-138-87.ec2.internal
1762308682029,"[0m[31;1m[349.480ms] [33m[rows:1][35m UPDATE ""videos"" SET ""processed_url""='https://anb-123.s3.us-east-1.amazonaws.com/processed/51_processed.mp4',""original_url""='https://anb-123.s3.us-east-1.amazonaws.com/uploads/9_Test_Video_8683_def30b4f-40ee-454f-bdf5-44ced88663f7.mp4',""title""='Test Video 8683',""status""='processed',""uploaded_at""='2025-11-05 01:53:54.285',""processed_at""='2025-11-05 02:11:21.679',""user_id""=9 WHERE ""id"" = 51[0m",ip-10-0-138-87.ec2.internal
1762308682037,2025/11/05 02:11:22 [Video 51] Completed processing at: 2025-11-05T02:11:22Z (Duration: 1m9.437086601s),ip-10-0-138-87.ec2.internal
1762308682066,2025/11/05 02:11:22 Processing video ID: 66,ip-10-0-138-87.ec2.internal
1762308682066,2025/11/05 02:11:22 [Video 66] Started processing at: 2025-11-05T02:11:22Z,ip-10-0-138-87.ec2.internal
1762308715895,
,ip-10-0-139-136.ec2.internal
1762308715895,2025/11/05 02:11:55 [32m/app/cmd/worker/main.go:159 [33mSLOW SQL >= 200ms,ip-10-0-139-136.ec2.internal
1762308715895,"[0m[31;1m[2678.558ms] [33m[rows:1][35m UPDATE ""videos"" SET ""processed_url""='https://anb-123.s3.us-east-1.amazonaws.com/processed/42_processed.mp4',""original_url""='https://anb-123.s3.us-east-1.amazonaws.com/uploads/3_Test_Video_2017_43672b9d-57ce-48dd-bb4e-c87e81e68cd3.mp4',""title""='Test Video 2017',""status""='processed',""uploaded_at""='2025-11-05 01:53:49.955',""processed_at""='2025-11-05 02:11:53.211',""user_id""=3 WHERE ""id"" = 42[0m",ip-10-0-139-136.ec2.internal
1762308715898,2025/11/05 02:11:55 [Video 42] Completed processing at: 2025-11-05T02:11:55Z (Duration: 1m13.391539851s),ip-10-0-139-136.ec2.internal
1762308715929,2025/11/05 02:11:55 Processing video ID: 53,ip-10-0-139-136.ec2.internal
1762308715930,2025/11/05 02:11:55 [Video 53] Started processing at: 2025-11-05T02:11:55Z,ip-10-0-139-136.ec2.internal
1762308731912,
,ip-10-0-131-60.ec2.internal
1762308731912,2025/11/05 02:12:11 [32m/app/cmd/worker/main.go:159 [33mSLOW SQL >= 200ms,ip-10-0-131-60.ec2.internal
1762308731912,"[0m[31;1m[3933.617ms] [33m[rows:1][35m UPDATE ""videos"" SET ""processed_url""='https://anb-123.s3.us-east-1.amazonaws.com/processed/42_processed.mp4',""original_url""='https://anb-123.s3.us-east-1.amazonaws.com/uploads/3_Test_Video_2017_43672b9d-57ce-48dd-bb4e-c87e81e68cd3.mp4',""title""='Test Video 2017',""status""='processed',""uploaded_at""='2025-11-05 01:53:49.955',""processed_at""='2025-11-05 02:12:07.979',""user_id""=3 WHERE ""id"" = 42[0m",ip-10-0-131-60.ec2.internal
1762308731920,2025/11/05 02:12:11 [Video 42] Completed processing at: 2025-11-05T02:12:11Z (Duration: 1m13.53345785s),ip-10-0-131-60.ec2.internal
1762308731948,2025/11/05 02:12:11 Processing video ID: 53,ip-10-0-131-60.ec2.internal
1762308731948,2025/11/05 02:12:11 [Video 53] Started processing at: 2025-11-05T02:12:11Z,ip-10-0-131-60.ec2.internal
1762308752110,
,ip-10-0-138-87.ec2.internal
1762308752110,2025/11/05 02:12:32 [32m/app/cmd/worker/main.go:159 [33mSLOW SQL >= 200ms,ip-10-0-138-87.ec2.internal
1762308752110,"[0m[31;1m[571.559ms] [33m[rows:1][35m UPDATE ""videos"" SET ""processed_url""='https://anb-123.s3.us-east-1.amazonaws.com/processed/66_processed.mp4',""original_url""='https://anb-123.s3.us-east-1.amazonaws.com/uploads/14_Test_Video_429_d2b31449-6d0f-442c-97df-6e1ef0932e16.mp4',""title""='Test Video 429',""status""='processed',""uploaded_at""='2025-11-05 01:53:59.442',""processed_at""='2025-11-05 02:12:31.538',""user_id""=14 WHERE ""id"" = 66[0m",ip-10-0-138-87.ec2.internal
1762308752118,2025/11/05 02:12:32 [Video 66] Completed processing at: 2025-11-05T02:12:32Z (Duration: 1m10.051384263s),ip-10-0-138-87.ec2.internal
1762308752228,2025/11/05 02:12:32 Processing video ID: 68,ip-10-0-138-87.ec2.internal
1762308752228,2025/11/05 02:12:32 [Video 68] Started processing at: 2025-11-05T02:12:32Z,ip-10-0-138-87.ec2.internal
1762308790047,
,ip-10-0-139-136.ec2.internal
1762308790047,2025/11/05 02:13:10 [32m/app/cmd/worker/main.go:159 [33mSLOW SQL >= 200ms,ip-10-0-139-136.ec2.internal
1762308790047,"[0m[31;1m[3135.224ms] [33m[rows:1][35m UPDATE ""videos"" SET ""processed_url""='https://anb-123.s3.us-east-1.amazonaws.com/processed/53_processed.mp4',""original_url""='https://anb-123.s3.us-east-1.amazonaws.com/uploads/2_Test_Video_2495_f3a7eb97-b852-482c-8330-6f23ae7b1b9e.mp4',""title""='Test Video 2495',""status""='processed',""uploaded_at""='2025-11-05 01:53:54.679',""processed_at""='2025-11-05 02:13:06.912',""user_id""=2 WHERE ""id"" = 53[0m",ip-10-0-139-136.ec2.internal
1762308790055,2025/11/05 02:13:10 [Video 53] Completed processing at: 2025-11-05T02:13:10Z (Duration: 1m14.125530658s),ip-10-0-139-136.ec2.internal
1762308790088,2025/11/05 02:13:10 Processing video ID: 56,ip-10-0-139-136.ec2.internal
1762308790088,2025/11/05 02:13:10 [Video 56] Started processing at: 2025-11-05T02:13:10Z,ip-10-0-139-136.ec2.internal
1762308804043,
,ip-10-0-131-60.ec2.internal
1762308804043,2025/11/05 02:13:24 [32m/app/cmd/worker/main.go:159 [33mSLOW SQL >= 200ms,ip-10-0-131-60.ec2.internal
1762308804043,"[0m[31;1m[2868.020ms] [33m[rows:1][35m UPDATE ""videos"" SET ""processed_url""='https://anb-123.s3.us-east-1.amazonaws.com/processed/53_processed.mp4',""original_url""='https://anb-123.s3.us-east-1.amazonaws.com/uploads/2_Test_Video_2495_f3a7eb97-b852-482c-8330-6f23ae7b1b9e.mp4',""title""='Test Video 2495',""status""='processed',""uploaded_at""='2025-11-05 01:53:54.679',""processed_at""='2025-11-05 02:13:21.174',""user_id""=2 WHERE ""id"" = 53[0m",ip-10-0-131-60.ec2.internal
1762308804050,2025/11/05 02:13:24 [Video 53] Completed processing at: 2025-11-05T02:13:24Z (Duration: 1m12.101856498s),ip-10-0-131-60.ec2.internal
1762308804078,2025/11/05 02:13:24 Processing video ID: 56,ip-10-0-131-60.ec2.internal
1762308804078,2025/11/05 02:13:24 [Video 56] Started processing at: 2025-11-05T02:13:24Z,ip-10-0-131-60.ec2.internal
1762308821243,2025/11/05 02:13:41 [Video 68] Completed processing at: 2025-11-05T02:13:41Z (Duration: 1m9.015003768s),ip-10-0-138-87.ec2.internal
1762308821283,2025/11/05 02:13:41 Processing video ID: 13,ip-10-0-138-87.ec2.internal
1762308821283,2025/11/05 02:13:41 [Video 13] Started processing at: 2025-11-05T02:13:41Z,ip-10-0-138-87.ec2.internal
1762308860740,2025/11/05 02:14:20 [Video 56] Completed processing at: 2025-11-05T02:14:20Z (Duration: 1m10.652223617s),ip-10-0-139-136.ec2.internal
1762308860778,2025/11/05 02:14:20 Processing video ID: 13,ip-10-0-139-136.ec2.internal
1762308860779,2025/11/05 02:14:20 [Video 13] Started processing at: 2025-11-05T02:14:20Z,ip-10-0-139-136.ec2.internal
1762308873935,2025/11/05 02:14:33 [Video 56] Completed processing at: 2025-11-05T02:14:33Z (Duration: 1m9.857373018s),ip-10-0-131-60.ec2.internal
1762308873970,2025/11/05 02:14:33 Processing video ID: 59,ip-10-0-131-60.ec2.internal
1762308873970,2025/11/05 02:14:33 [Video 59] Started processing at: 2025-11-05T02:14:33Z,ip-10-0-131-60.ec2.internal
1762308890808,2025/11/05 02:14:50 [Video 13] Completed processing at: 2025-11-05T02:14:50Z (Duration: 1m9.524994285s),ip-10-0-138-87.ec2.internal
1762308890837,2025/11/05 02:14:50 Processing video ID: 27,ip-10-0-138-87.ec2.internal
1762308890837,2025/11/05 02:14:50 [Video 27] Started processing at: 2025-11-05T02:14:50Z,ip-10-0-138-87.ec2.internal
1762308931208,2025/11/05 02:15:31 [Video 13] Completed processing at: 2025-11-05T02:15:31Z (Duration: 1m10.428941123s),ip-10-0-139-136.ec2.internal
1762308931239,2025/11/05 02:15:31 Processing video ID: 27,ip-10-0-139-136.ec2.internal
1762308931239,2025/11/05 02:15:31 [Video 27] Started processing at: 2025-11-05T02:15:31Z,ip-10-0-139-136.ec2.internal
1762308943609,2025/11/05 02:15:43 [Video 59] Completed processing at: 2025-11-05T02:15:43Z (Duration: 1m9.639271841s),ip-10-0-131-60.ec2.internal
1762308943640,2025/11/05 02:15:43 Processing video ID: 60,ip-10-0-131-60.ec2.internal
1762308943640,2025/11/05 02:15:43 [Video 60] Started processing at: 2025-11-05T02:15:43Z,ip-10-0-131-60.ec2.internal
1762308961155,2025/11/05 02:16:01 [Video 27] Completed processing at: 2025-11-05T02:16:01Z (Duration: 1m10.31812888s),ip-10-0-138-87.ec2.internal
1762308961186,2025/11/05 02:16:01 Processing video ID: 28,ip-10-0-138-87.ec2.internal
1762308961186,2025/11/05 02:16:01 [Video 28] Started processing at: 2025-11-05T02:16:01Z,ip-10-0-138-87.ec2.internal
1762309001602,2025/11/05 02:16:41 [Video 27] Completed processing at: 2025-11-05T02:16:41Z (Duration: 1m10.362825784s),ip-10-0-139-136.ec2.internal
1762309001631,2025/11/05 02:16:41 Processing video ID: 28,ip-10-0-139-136.ec2.internal
1762309001631,2025/11/05 02:16:41 [Video 28] Started processing at: 2025-11-05T02:16:41Z,ip-10-0-139-136.ec2.internal
1762309013547,2025/11/05 02:16:53 [Video 60] Completed processing at: 2025-11-05T02:16:53Z (Duration: 1m9.906691177s),ip-10-0-131-60.ec2.internal
1762309013588,2025/11/05 02:16:53 Processing video ID: 62,ip-10-0-131-60.ec2.internal
1762309013588,2025/11/05 02:16:53 [Video 62] Started processing at: 2025-11-05T02:16:53Z,ip-10-0-131-60.ec2.internal
1762309031069,2025/11/05 02:17:11 [Video 28] Completed processing at: 2025-11-05T02:17:11Z (Duration: 1m9.882914446s),ip-10-0-138-87.ec2.internal
1762309031103,2025/11/05 02:17:11 Processing video ID: 40,ip-10-0-138-87.ec2.internal
1762309031103,2025/11/05 02:17:11 [Video 40] Started processing at: 2025-11-05T02:17:11Z,ip-10-0-138-87.ec2.internal
1762309071926,2025/11/05 02:17:51 [Video 28] Completed processing at: 2025-11-05T02:17:51Z (Duration: 1m10.294987287s),ip-10-0-139-136.ec2.internal
1762309071954,2025/11/05 02:17:51 Processing video ID: 40,ip-10-0-139-136.ec2.internal
1762309071954,2025/11/05 02:17:51 [Video 40] Started processing at: 2025-11-05T02:17:51Z,ip-10-0-139-136.ec2.internal
1762309082506,2025/11/05 02:18:02 [Video 62] Completed processing at: 2025-11-05T02:18:02Z (Duration: 1m8.917898927s),ip-10-0-131-60.ec2.internal
1762309082546,2025/11/05 02:18:02 Processing video ID: 65,ip-10-0-131-60.ec2.internal
1762309082546,2025/11/05 02:18:02 [Video 65] Started processing at: 2025-11-05T02:18:02Z,ip-10-0-131-60.ec2.internal
1762309100449,2025/11/05 02:18:20 [Video 40] Completed processing at: 2025-11-05T02:18:20Z (Duration: 1m9.345739231s),ip-10-0-138-87.ec2.internal
1762309100485,2025/11/05 02:18:20 Processing video ID: 45,ip-10-0-138-87.ec2.internal
1762309100485,2025/11/05 02:18:20 [Video 45] Started processing at: 2025-11-05T02:18:20Z,ip-10-0-138-87.ec2.internal
1762309142631,2025/11/05 02:19:02 [Video 40] Completed processing at: 2025-11-05T02:19:02Z (Duration: 1m10.677131253s),ip-10-0-139-136.ec2.internal
1762309142665,2025/11/05 02:19:02 Processing video ID: 45,ip-10-0-139-136.ec2.internal
1762309142665,2025/11/05 02:19:02 [Video 45] Started processing at: 2025-11-05T02:19:02Z,ip-10-0-139-136.ec2.internal
1762309151780,2025/11/05 02:19:11 [Video 65] Completed processing at: 2025-11-05T02:19:11Z (Duration: 1m9.233441619s),ip-10-0-131-60.ec2.internal
1762309151813,2025/11/05 02:19:11 Processing video ID: 70,ip-10-0-131-60.ec2.internal
1762309151813,2025/11/05 02:19:11 [Video 70] Started processing at: 2025-11-05T02:19:11Z,ip-10-0-131-60.ec2.internal
1762309170669,2025/11/05 02:19:30 [Video 45] Completed processing at: 2025-11-05T02:19:30Z (Duration: 1m10.184787125s),ip-10-0-138-87.ec2.internal
1762309170711,2025/11/05 02:19:30 Processing video ID: 63,ip-10-0-138-87.ec2.internal
1762309170712,2025/11/05 02:19:30 [Video 63] Started processing at: 2025-11-05T02:19:30Z,ip-10-0-138-87.ec2.internal
1762309212979,2025/11/05 02:20:12 [Video 45] Completed processing at: 2025-11-05T02:20:12Z (Duration: 1m10.313491975s),ip-10-0-139-136.ec2.internal
1762309213021,2025/11/05 02:20:13 Processing video ID: 74,ip-10-0-139-136.ec2.internal
1762309213021,2025/11/05 02:20:13 [Video 74] Started processing at: 2025-11-05T02:20:13Z,ip-10-0-139-136.ec2.internal
1762309220932,2025/11/05 02:20:20 [Video 70] Completed processing at: 2025-11-05T02:20:20Z (Duration: 1m9.118674027s),ip-10-0-131-60.ec2.internal
1762309220965,2025/11/05 02:20:20 Processing video ID: 78,ip-10-0-131-60.ec2.internal
1762309220965,2025/11/05 02:20:20 [Video 78] Started processing at: 2025-11-05T02:20:20Z,ip-10-0-131-60.ec2.internal
1762309240191,2025/11/05 02:20:40 [Video 63] Completed processing at: 2025-11-05T02:20:40Z (Duration: 1m9.478644982s),ip-10-0-138-87.ec2.internal
1762309240222,2025/11/05 02:20:40 Processing video ID: 64,ip-10-0-138-87.ec2.internal
1762309240223,2025/11/05 02:20:40 [Video 64] Started processing at: 2025-11-05T02:20:40Z,ip-10-0-138-87.ec2.internal
